year	session	type	session_title	n_participants
2020	1654970	Created Panel	Policy Feedback and Public Opinion	7
2020	1654986	Created Panel	Looking Under the Hood: Polls, Epistemological Bias, and Human Error	9
2020	1654990	Created Panel	The Political Economy of Education in the Developing World	8
2020	1654991	Created Panel	Political Parties, Perceptions, and Policies	8
2020	1654994	Created Panel	Opinion Formation and the Politics of Group Membership	4
2020	1655031	Created Panel	Political Theory of Parties	5
2020	1655032	Created Panel	Expertise in Democratic Politics	5
2020	1655035	Created Panel	Civility, Protest, and Citizenship	6
2020	1655037	Created Panel	The Politics of Grievance, Persecution and Resentment	8
2020	1655038	Created Panel	The Politics of Fear and Violence	4
2020	1655045	Created Panel	Voting with All Five Senses	15
2020	1655051	Created Panel	Billboards, Ballot Boxes and Voting Booths	5
2020	1655053	Created Panel	Elections in the Land of Rising Inequality	7
2020	1655057	Created Panel	Voter Breaking Bad, Sad or Mad	8
2020	1655060	Created Panel	Unmasking Race in Elections	4
2020	1655143	Created Panel	Populist Parties in Power	7
2020	1655153	Created Panel	Machiavelli Mini-Conference: Machiavelli on the Genders and Genera of Politics	7
2020	1655158	Created Panel	Machiavelli Mini-Conference: Conflict, Corruption, and the Lessons of History:  Machiavelli and Florentine Political Realism	6
2020	1655160	Created Panel	Machiavelli Mini-Conference: Machiavelli’s Freedom, between State and Empire	7
2020	1655165	Full Paper Panel	Machiavelli Mini-Conference: Machiavelli’s Legacies in Political and Legal Theory	5
2020	1655166	Full Paper Panel	Machiavelli Mini-Conference: Machiavelli, the Constitutional Theorist	7
2020	1655168	Created Panel	Does liberal democracy promote social mobility and well-being?	8
2020	1655175	Created Panel	Democracy, Autocracy and the Internet	10
2020	1655194	Created Panel	Diasporas	6
2020	1655199	Created Panel	Electoral Cycles and Immigration	5
2020	1655203	Created Panel	She Said, He Said: Gender, Speech, and Rhetoric in Politics	5
2020	1655204	Created Panel	Refugees, Public Attitudes and State Policy	7
2020	1655205	Created Panel	When We Were Young: Gender, Age, and Politics	8
2020	1655207	Created Panel	Tweets, Posts, and Shares: Gender, Social Media, and Political Struggles	7
2020	1655215	Created Panel	Gender and immigration	6
2020	1655217	Created Panel	Women's and Feminist Movements	10
2020	1655256	Created Panel	Normative Theory	7
2020	1655276	Created Panel	State-building in comparative perspective	9
2020	1655282	Created Panel	Politics of Immigration	4
2020	1655284	Created Panel	Voters, Populism, and Far Right Parties	8
2020	1655292	Created Panel	Electoral Politics and Climate Change	8
2020	1655296	Created Panel	Democratic Politics, Development, and the Environment	10
2020	1655298	Created Panel	Ethnicity and Politics	7
2020	1655299	Created Panel	Nativism, Identity and Populism	8
2020	1655300	Created Panel	Classic Concepts Revisited	9
2020	1655301	Created Panel	New Perspectives on Ideology	9
2020	1655303	Created Panel	Get Up, Stand Up: Political Activism and Ambition	5
2020	1655304	Created Panel	Protests in difficult conditions	9
2020	1655305	Created Panel	How Race Structures Attitudes & Behavior	11
2020	1655307	Created Panel	All about the Cues	8
2020	1655308	Created Panel	Framing and Priming with Political Issues	13
2020	1655311	Created Panel	Social Identity and Beliefs on Welfare and Immigration	9
2020	1655329	Created Panel	Electoral Democracy, Capitalism and Epistography	6
2020	1655335	Created Panel	Politics and Cinema: Identity, Memory, and Loss	6
2020	1655340	Created Panel	Literary and Theatrical Political Theory: Politics of Suffering and Suffering	5
2020	1655348	Poster Session	Poster Session: Politics, Literature, and Film	2
2020	1655361	Poster Session	Poster Session: International Collaboration	7
2020	1655363	Roundtable	What’s Communist About the Chinese Communist Party?	5
2020	1655411	Created Panel	Experimental Approaches to Immigration Backlash Politics	7
2020	1655413	Created Panel	Opinion and Immigration	10
2020	1655416	Created Panel	Migrants, Refugees, and Public Services	7
2020	1655419	Created Panel	Immigrant Political Participation and Incorporation	10
2020	1655421	Created Panel	Citizenship	6
2020	1655432	Created Panel	Cross-regional Perspectives on Welfare States	6
2020	1655442	Created Panel	The State, Business and Welfare in China and Hong Kong	5
2020	1655448	Created Panel	Women's Representation in the Global South	7
2020	1655450	Created Panel	Political Violence in Mexico	6
2020	1655453	Created Panel	Civil Society and Social Movements in the Global South	5
2020	1655454	Created Panel	Panel II on Democratic Backsliding/Erosion	6
2020	1655455	Created Panel	Right-Wing Populism and Religion in Latin America	7
2020	1655458	Created Panel	Social Accountability and Service Delivery	7
2020	1655460	Created Panel	Panel I on Democratic Backsliding/Erosion	8
2020	1655466	Created Panel	Colonial Legacies	8
2020	1655467	Created Panel	State-led Practices of Popular Mobilization	10
2020	1655468	Created Panel	Parties and Linkages in the Global South	7
2020	1655469	Created Panel	Conflict in the Global South	9
2020	1655472	Created Panel	Gender and Partisanship in South Asia	8
2020	1655475	Created Panel	Political Economy of Development	8
2020	1655478	Created Panel	Social Spending, Taxation, and Welfare in the Global South	5
2020	1655485	Created Panel	New Perspectives on Parties, Protests, and Minorities	7
2020	1655488	Created Panel	New Perspectives on Politics and Violence	5
2020	1655490	Poster Session	Poster Session: Women and Politics Research	8
2020	1655495	Created Panel	The Rise of the Far Right	7
2020	1655503	Poster Session	Poster Session: Political Dynamics of Communist and Post-Communist Countries	12
2020	1655511	Created Panel	A New Look at Political Participation and Turnout	8
2020	1655572	Created Panel	Gender, Race, and Intersectionality in the US and Europe	8
2020	1655596	Poster Session	Poster Session: Federalism and Intergovernmental Relations	5
2020	1655822	Created Panel	Addressing Climate Change: NGOs, States, and People	6
2020	1655824	Created Panel	IOs and Support for International Governance	10
2020	1655827	Created Panel	Globalization and Financial Markets	6
2020	1655865	Created Panel	Innovative Pedagogies for Civic Engagement, K-12 and Beyond	5
2020	1655866	Poster Session	Poster Session: Comparative Politics	8
2020	1655878	Created Panel	Does Women's Presence Matter? Symbolic and Role Model Effects	12
2020	1655879	Created Panel	Perceptions of Professorial Bias and Impacts on Student Learning	8
2020	1655881	Created Panel	Evaluating Pedagogies for Civic Literacy and Engagement	8
2020	1655882	Created Panel	Women, Islam, and Islamophobia	5
2020	1655883	Roundtable	Election 2020: Analysis and Predictions	4
2020	1655887	Created Panel	Gender in Authoritarian and Hybrid Regimes	7
2020	1655921	Created Panel	Fear of Women Winning? Resistance and Backlash to Women's Increasing Power	10
2020	1656012	Created Panel	Indigenous Challenges to the State: Organization and Policy Opposition	5
2020	1656024	Created Panel	Frontiers of Disaster and Crisis Knowledge	6
2020	1656036	Created Panel	Economic Causes and Conflict	6
2020	1656037	Created Panel	Economics as a Tool of Power	7
2020	1656040	Created Panel	Nuclear Proliferation and Rollback	5
2020	1656041	Created Panel	Questioning Nuclear Orthodoxy	6
2020	1656044	Created Panel	Credibility in Deterrence and Non-Proliferation	5
2020	1656045	Created Panel	The Effectiveness of International Organizations	6
2020	1656046	Created Panel	Terror Group Dynamics	9
2020	1656054	Created Panel	Causes of Terrorism	6
2020	1656055	Created Panel	Terrorism and Civil War	6
2020	1656084	Created Panel	New Insights in Science, Politics, and Public Policy	5
2020	1656088	Created Panel	Public Opinion and Climate Change Policy	6
2020	1656092	Created Panel	Power and Conflict in Environmental Politics	6
2020	1656098	Created Panel	Local Disaster Response Politics	9
2020	1656102	Created Panel	State Policy and Local Environments	8
2020	1656105	Created Panel	Unpacking the Role of Science and Scientists in Environmental Policy	5
2020	1656109	Created Panel	What Influence Do Wealthy Donors Have?	7
2020	1656112	Created Panel	NGO’s in Politics: Mobilization, Inequality, and Inclusion	9
2020	1656114	Created Panel	Local Policy Responses to Multiscalar Environmental Challenges	4
2020	1656127	Created Panel	Comparative Environmental Politics	6
2020	1656209	Created Panel	Strategic Framing: Changing Modes of State-Society Interactions in China	7
2020	1656270	Roundtable	What Do Politicians Want?	7
2020	1656280	Created Panel	Militaries and the Public: Representativeness, Trust, and Intervention	7
2020	1656296	Created Panel	Population Aging and Public Policy	9
2020	1656298	Roundtable	What Does Great Power Competition Even Mean?	8
2020	1656317	Created Panel	Spatial and Institutional Dimensions of Ethnic Conflict in the Middle East	6
2020	1656326	Created Panel	The Politics of Climate, Infrastructure, and Environment in the Middle East	5
2020	1656334	Created Panel	Evolving Authoritarianism in the Middle East	6
2020	1656340	Created Panel	Politics Goes Local in the Middle East	6
2020	1656345	Created Panel	Dynamics of Protest, Repression, and Mobilization in the Middle East	6
2020	1656362	Poster Session	Poster Session: Middle East and North African Politics	1
2020	1656370	Created Panel	Technology and Public-Private Relations	7
2020	1656380	Created Panel	Militaries and Democratic Process	6
2020	1656386	Created Panel	Violence Against Non-Combatants	5
2020	1656391	Roundtable	Is Progressivism Hostile to American Constitutionalism?	5
2020	1656393	Roundtable	Political Parties and the Constitution: Friends or Foes?	5
2020	1656399	Created Panel	States and Other People's Rebels	7
2020	1656400	Created Panel	Foundations of American Political Institutions	6
2020	1656412	Poster Session	Poster Session: International Security II	13
2020	1656421	Created Panel	The Challenges of State Weakness	6
2020	1656430	Roundtable	The Legacy of Gertrude Himmelfarb	5
2020	1656432	Roundtable	Montesquieu and Modernity	6
2020	1656437	Roundtable	American Conservatism and the 2020 Election	5
2020	1656451	Roundtable	1619 and the State of American History	5
2020	1656452	Roundtable	Never Trump: The Revolt of the Conservative Elites by Rob Saldin and Steve Teles	6
2020	1656456	Roundtable	The Future of American Foreign Policy	5
2020	1656460	Roundtable	Is Big Tech a Threat to Freedom?	5
2020	1656474	Roundtable	Presidential Forecasting Roundtable	9
2020	1656489	Created Panel	Political Networks, Influence, and Communication in American Politics	7
2020	1656499	Created Panel	Dynamics of Insurgency	7
2020	1656504	Created Panel	Territorial Disputes	8
2020	1656513	Created Panel	Dynamics of Terrorism	7
2020	1656520	Created Panel	How to End a Civil War?	6
2020	1656562	Created Panel	Political Elites and Policymaking	8
2020	1656614	Poster Session	Poster Session: Urban and Local Politics: Issues in Local Politics	6
2020	1656617	Created Panel	Criminal Justice in Localities	6
2020	1656628	Created Panel	Urban China and Local Governance	6
2020	1656642	Created Panel	Corporatism and Its Effect on Cities	8
2020	1656650	Created Panel	Neighborhoods, Housing and Local Politics	5
2020	1656656	Created Panel	Comparative Issues in Global Urban Politics	4
2020	1656665	Created Panel	Current Issues in Labor & Work: Precarity, Automation, and Inclusion	7
2020	1656684	Poster Session	Poster Session:  Politics and History	7
2020	1656711	Created Panel	Sexism, Sexual Harassment and their Impacts on Politics and Women's Lives	8
2020	1656723	Created Panel	Are Women Electable?	9
2020	1656727	Created Panel	The Substantive Representation of Women	10
2020	1656736	Created Panel	Gender and the Political Pipeline	9
2020	1656743	Created Panel	Gender Stereotypes in Context: When is there a Masculine Advantage?	10
2020	1656748	Created Panel	The Politics of Pregnancy and Reproduction	6
2020	1656751	Created Panel	Playing Nicely with Others?: Gender, Cooperation, and Collaboration	8
2020	1656754	TLC Full Paper Panel	TLC at APSA: Simulations and Games Track Panel 1: Centering Student Engagement	8
2020	1656863	Created Panel	What's the Buzz? News Agendas in the Contemporary Media Environment	8
2020	1656866	Created Panel	Gimme Some Truth: The Dynamics of Political Misinformation	7
2020	1656870	Poster Session	Poster Session: African Politics	4
2020	1656970	Roundtable	Kin-state Politics in Times of Geopolitical Realignment	6
2020	1656997	Created Panel	Identity Politics in Ukraine and Relations with Russia	6
2020	1657046	Created Panel	New Lenses on Political Economy in the Middle East	7
2020	1657142	Created Panel	Brazil in Perspective	7
2020	1657187	Poster Session	Poster Session: Migration & Citizenship	10
